Season,Name,Team,W,L,ERA,G,GS,CG,ShO,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,WP,BK,SO,playerid
1921,Claude Jonnard,NYG,0,0,0,1,0,0,0,1,,,4,15,4,0,0,0,0,,0,0,0,7,1006603
1921,Ralph Miller,WAS,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1008925
1921,Phil Morrison,PIT,0,0,0,1,0,0,0,0,,,0.2,3,1,0,0,0,0,,0,0,0,1,1009223
1921,Drew Rader,PIT,0,0,0,1,0,0,0,0,,,2,7,2,0,0,0,0,,0,0,0,0,1010639
1922,Sid Benton,STL,0,0,0,1,0,0,0,0,,,0,2,0,0,0,0,2,,0,0,0,0,1000858
1922,Jack Fournier,STL,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,0,,0,0,0,0,1004264
1922,Ken Holloway,DET,0,0,0,1,0,0,0,0,,,1,5,1,1,0,0,0,,0,0,0,1,1005966
1922,Tex Jeanes,CLE,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,1,,0,0,0,0,1006375
1922,Clem Llewellyn,NYY,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1007680
1922,Paul Schreiber,BRO,0,0,0,1,0,0,0,0,,,1,4,2,0,0,0,0,,0,0,0,0,1011613
1922,Rip Wheeler,PIT,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,2,,0,0,0,0,1013838
1923,Dave Black,BOS,0,0,0,2,0,0,0,0,,,1,5,2,0,0,0,0,,0,0,0,0,1001009
1923,Guy Bush,CHC,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,2,1001752
1923,Art Gardiner,PHI,0,0,0,1,0,0,0,0,,,0,2,1,0,0,0,1,,0,0,0,0,1004515
1923,Haddie Gill,CIN,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,1,,0,0,0,1,1004720
1923,Walter Holke,PHI,0,0,0,1,0,0,0,0,,,0.1,2,1,0,0,0,0,,0,0,0,0,1005946
1923,Dutch Levsen,CLE,0,0,0,3,0,0,0,0,,,4.1,16,4,0,0,0,0,,0,0,0,1,1007570
1923,Red Lucas,NYG,0,0,0,3,0,0,0,1,,,5.1,30,9,5,0,0,4,,0,0,0,3,1007808
1923,Harry O'Neill,PHA,0,0,0,3,0,0,0,0,,,2,9,1,0,0,0,3,,0,0,0,2,1009809
1923,Clay Roe,WAS,0,1,0,1,1,0,0,0,,,1.2,12,0,4,0,0,6,,0,3,0,2,1011119
1923,Ted Wingfield,WAS,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,1,1014130
1923,George Winn,CLE,0,0,0,1,0,0,0,0,,,2,7,0,0,0,0,1,,0,0,0,0,1014138
1924,Nick Altrock,WAS,0,0,0,1,0,0,0,0,,,2,8,4,1,0,0,0,,0,0,0,0,1000191
1924,Edgar Barnhart,SLB,0,0,0,1,0,0,0,0,,,1,5,0,0,0,0,2,,0,0,0,0,1000578
1924,Boom-Boom Beck,SLB,0,0,0,1,0,0,0,0,,,1,5,2,0,0,0,1,,0,0,0,0,1000738
1924,Leon Cadore,NYG,0,0,0,2,0,0,0,0,,,4,16,2,0,0,0,3,,0,0,0,2,1001811
1924,Lum Davenport,CHW,0,0,0,1,0,0,0,0,,,2,10,1,1,0,0,2,,0,0,0,1,1003019
1924,Ken Jones,DET,0,0,0,1,0,0,0,0,,,2,8,1,0,0,0,1,,0,0,0,0,1006572
1924,Al Kellett,BOS,0,0,0,1,0,0,0,0,,,0,2,0,2,0,0,2,,0,0,0,0,1006767
1924,Buckshot May,PIT,0,0,0,1,0,0,0,0,,,1,4,2,0,0,0,0,,0,0,0,1,1008290
1924,Oscar Roettger,NYY,0,0,0,1,0,0,0,0,,,0,3,1,0,0,0,2,,0,0,0,0,1011124
1924,Freddy Sale,PIT,0,0,0,1,0,0,0,0,,,1,4,2,0,0,0,0,,0,0,0,0,1011379
1924,John Woods,BOS,0,0,0,1,0,0,0,0,,,1,6,0,0,0,0,3,,0,0,0,0,1014239
1925,Ty Cobb,DET,0,0,0,1,0,0,0,1,,,1,3,0,0,0,0,0,,0,0,0,0,1002378
1925,Pedro Dibut,CIN,0,0,0,1,0,0,0,0,,,0,3,3,2,0,0,0,,0,0,0,0,1003270
1925,Bill Moore,DET,0,0,0,1,0,0,0,0,,,0,3,0,2,0,0,3,,0,0,0,0,1009091
1925,Bob Osborn,CHC,0,0,0,1,0,0,0,0,,,2,11,6,2,0,0,0,,0,0,0,0,1009866
1925,Gil Paulsen,STL,0,0,0,1,0,0,0,0,,,2,8,1,0,0,0,0,,0,0,0,1,1010083
1925,Jim Roberts,BRO,0,0,0,1,0,0,0,0,,,1,4,1,1,0,0,0,,0,0,0,0,1011037
1925,George Sisler,SLB,0,0,0,1,0,0,0,0,,,2,7,1,0,0,0,1,,0,0,0,1,1012021
1926,Bill Clowers,BOS,0,0,0,2,0,0,0,0,,,1.2,8,2,1,0,0,0,,0,1,0,0,1002364
1926,Roy Mahaffey,PIT,0,0,0,4,0,0,0,0,,,4.2,20,5,4,0,0,1,,1,0,0,3,1007981
1926,Duster Mails,STL,0,1,0,1,0,0,0,0,,,1,8,2,1,0,0,1,,0,0,0,1,1007998
1926,Rufus Meadows,CIN,0,0,0,1,0,0,0,0,,,0.1,1,0,0,0,0,0,,0,0,0,0,1008707
1926,George Sisler,SLB,0,0,0,1,0,0,0,1,,,2,7,0,0,0,0,2,,0,0,0,3,1012021
1926,By Speece,CLE,0,0,0,2,0,0,0,0,,,3,10,1,1,0,0,2,,0,0,0,1,1012311
1927,Joe Brown,CHW,0,0,0,1,1,0,0,0,,,0,3,2,3,0,0,1,,0,0,0,0,1001531
1927,Mul Holland,NYG,1,0,0,2,0,0,0,0,,,2,9,0,0,0,0,3,,0,1,0,0,1005951
1927,Art Johnson,NYG,0,0,0,1,0,0,0,0,,,3,11,1,1,0,0,1,,0,0,0,0,1006419
1927,Red Peery,PIT,0,0,0,1,0,0,0,0,,,1,5,0,1,0,0,1,,0,0,0,0,1010126
1927,Ned Porter,NYG,0,0,0,1,0,0,0,0,,,2,10,3,1,0,0,1,,0,0,0,0,1010456
1927,Dick Rudolph,BSN,0,0,0,1,0,0,0,0,,,1.1,6,1,0,0,0,1,,0,1,0,0,1011284
1927,Carroll Yerkes,PHA,0,0,0,1,0,0,0,0,,,1,4,0,1,0,0,1,,0,0,0,0,1014339
1928,Frank Bennett,BOS,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1000840
1928,Art Daney,PHA,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1002965
1928,Dan Dugan,CHW,0,0,0,1,0,0,0,0,,,0.1,1,0,0,0,0,0,,0,0,0,0,1003535
1928,Jack Rothrock,BOS,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1011244
1928,Urban Shocker,NYY,0,0,0,1,0,0,0,0,,,2,7,3,0,0,0,0,,0,0,0,0,1011918
1928,George Sisler,BSN,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,1,,0,0,0,0,1012021
1928,Marty Walker,PHI,0,1,0,1,1,0,0,0,,,0,6,2,4,0,0,3,,0,0,0,0,1013526
1928,Bob Weiland,CHW,1,0,0,1,1,1,1,0,,,9,39,7,0,0,0,5,,1,0,0,9,1013735
1928,Al Williamson,CHW,0,0,0,1,0,0,0,0,,,2,7,1,0,0,0,0,,0,0,0,0,1013969
1928,Roy Wilson,CHW,0,0,0,1,0,0,0,0,,,3.1,15,2,0,0,0,3,,0,0,0,2,1014103
1929,Lena Blackburne,CHW,0,0,0,1,0,0,0,0,,,0.1,1,1,0,0,0,0,,0,0,0,0,1001020
1929,Oscar Estrada,SLB,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,1,,0,0,1,0,1003844
1929,Ray Lucas,NYG,0,0,0,3,0,0,0,1,,,8,30,3,0,0,0,3,,0,0,0,1,1007807
1929,Pat Simmons,BOS,0,0,0,2,0,0,0,1,,,7,29,6,0,0,0,3,,0,0,0,2,1011985
1929,Fred Stiely,SLB,1,0,0,1,1,1,0,0,,,9,41,11,2,0,0,3,,1,1,0,2,1012533
1929,Jim Tennant,NYG,0,0,0,1,0,0,0,0,,,1,3,1,0,0,0,0,,0,0,0,1,1012913
1930,Bob Kline,BOS,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1007002
1930,Bill McAfee,CHC,0,0,0,2,0,0,0,0,,,1,10,3,5,0,0,2,,0,1,0,0,1008320
1930,Cy Moore,BRO,0,0,0,1,0,0,0,0,,,0,2,2,1,0,0,0,,0,0,0,0,1009100
1930,Bobo Newsom,BRO,0,0,0,2,0,0,0,0,,,3,14,2,2,0,0,2,,0,1,0,1,1009546
1930,Bernie Walter,PIT,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,1,1013582
1932,Ed Baecht,CHC,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,1,,0,0,0,0,1000407
1932,Lew Fonseca,CHW,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1004205
1932,Marv Gudat,CHC,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,2,1005116
1932,Jim Moore,CHW,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,1,,0,0,0,2,1009114
1932,Bobo Newsom,CHC,0,0,0,1,0,0,0,0,,,1,3,1,0,0,0,0,,0,0,0,0,1009546
1932,Bud Teachout,STL,0,0,0,1,0,0,0,0,,,1,5,2,1,0,0,0,,0,0,0,0,1012897
1932,Dick Terwilliger,STL,0,0,0,1,0,0,0,0,,,3,12,1,0,0,0,2,,1,0,0,2,1012933
1932,Bud Thomas,WAS,0,0,0,2,0,0,0,0,,,3,12,1,0,0,0,2,,0,0,0,1,1012966
1933,Pete Appleton,NYY,0,0,0,1,0,0,0,0,,,2,9,3,0,0,0,1,,0,0,0,0,1000283
1933,John Campbell,WAS,0,0,0,1,0,0,0,0,,,1,6,1,1,0,0,1,,0,0,0,0,1001884
1934,Junie Barnes,CIN,0,0,0,2,0,0,0,0,,,0.1,2,0,0,0,0,1,,0,0,0,0,1000568
1934,Lloyd Johnson,PIT,0,0,0,1,0,0,0,0,,,1,3,1,0,0,0,0,,0,0,0,0,1006483
1934,Floyd Newkirk,NYY,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,1,,0,0,0,0,1009536
1934,Vito Tamulis,NYY,1,0,0,1,1,1,1,0,,,9,34,7,0,0,0,1,,0,0,0,5,1012817
1935,Dolf Luque,NYG,1,0,0,2,0,0,0,0,,,3.2,14,1,0,0,0,1,,0,0,0,2,1007843
1935,Dick Ward,STL,0,0,0,1,0,0,0,0,,,0,1,0,1,0,0,1,,0,0,0,0,1013608
1936,Pepper Martin,STL,0,0,0,1,0,0,0,0,,,2,7,1,0,0,0,2,,0,0,0,0,1008189
1936,Dee Moore,CIN,0,0,0,2,1,0,0,0,,,7,27,3,1,0,0,2,,0,0,0,3,1009101
1936,Nels Potter,STL,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1010471
1936,Steve Sundra,NYY,0,0,0,1,0,0,0,0,,,2,9,2,0,0,0,2,,0,0,0,1,1012726
1936,Whit Wyatt,CHW,0,0,0,3,0,0,0,1,,,3,11,3,0,0,0,0,,0,0,0,0,1014304
1937,Bobby Burke,PHI,0,0,0,2,0,0,0,0,,,0,4,1,1,0,0,2,,0,0,0,0,1001676
1937,Paul Dean,STL,0,0,0,1,0,0,0,0,,,0,3,1,3,0,0,2,,0,0,0,0,1003110
1937,George Gick,CHW,0,0,0,1,0,0,0,1,,,2,6,0,0,0,0,0,,0,0,0,1,1004676
1937,Ken Jungels,CLE,0,0,0,2,0,0,0,0,,,3,12,3,1,0,0,1,,0,0,0,0,1006650
1938,George Gick,CHW,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,0,,1,0,0,1,1004676
1938,Howie Krist,STL,0,0,0,2,0,0,0,0,,,1.1,4,1,0,0,0,0,,0,0,0,1,1007167
1938,Hiker Moran,BSN,0,0,0,1,0,0,0,0,,,3,10,1,0,0,0,1,,0,0,0,0,1009150
1938,Bob Uhl,CHW,0,0,0,1,0,0,0,0,,,2,6,1,0,0,0,0,,0,0,0,0,1013265
1938,Kemp Wicker,NYY,1,0,0,1,0,0,0,0,,,1,4,0,0,0,0,1,,0,0,0,0,1013919
1939,Murry Dickson,STL,0,0,0,1,0,0,0,0,,,3.2,12,1,0,0,0,1,,0,0,0,2,1003282
1939,Jimmie Foxx,BOS,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,1,1004285
1939,Myril Hoag,SLB,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,0,,0,0,0,0,1005865
1939,Bucky Jacobs,WAS,0,0,0,2,0,0,0,0,,,3,10,1,0,0,0,0,,0,0,0,1,1006319
1939,George Jeffcoat,BRO,0,0,0,1,0,0,0,0,,,2,8,2,0,0,0,0,,0,0,0,1,1006376
1939,Terry Moore,STL,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,0,,0,0,0,1,1009128
1939,Vern Olsen,CHC,1,0,0,4,0,0,0,0,,,7.2,30,2,0,0,0,7,,0,0,0,3,1009790
1939,Ken Raffensberger,STL,0,0,0,1,0,0,0,0,,,1,5,2,0,0,0,0,,0,0,0,1,1010646
1939,Elmer Riddle,CIN,0,0,0,1,0,0,0,0,,,2,7,1,0,0,0,0,,0,0,0,0,1010946
1939,Dave Smith,PHA,0,0,0,1,0,0,0,0,,,0,3,1,0,0,0,2,,0,0,0,0,1012116
1939,Roy Weir,BSN,0,0,0,2,0,0,0,0,,,2.2,10,1,0,0,0,1,,0,0,0,2,1013742
1940,Harry Brecheen,STL,0,0,0,3,0,0,0,0,,,3.1,14,2,1,0,0,2,,0,0,0,4,1001375
1940,Art Mahan,PHI,0,0,0,1,0,0,0,0,,,1,3,1,0,0,0,0,,0,0,0,0,1007982
1940,Gil Torres,WAS,0,0,0,2,0,0,0,0,,,2.2,11,3,1,0,0,0,,0,0,0,1,1013131
1940,Bob Uhl,DET,0,0,0,1,0,0,0,0,,,0,6,4,5,0,0,2,,0,1,0,0,1013265
1941,Bob Chipman,BRO,1,0,0,1,0,0,0,0,,,5,21,3,0,0,0,1,,0,0,0,3,1002195
1941,Dick Conger,PIT,0,0,0,2,1,0,0,0,,,4,17,3,0,0,0,3,,0,0,0,2,1002500
1941,Hersh Lyons,STL,0,0,0,1,0,0,0,0,,,1.1,8,1,0,0,0,3,,0,0,0,1,1007884
1941,Al Piechota,BSN,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,1,,0,0,0,0,1010322
1942,Bob Bowman,CHC,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1001265
1942,Paul Calvert,CLE,0,0,0,1,0,0,0,0,,,2,7,0,0,0,0,2,,0,0,0,2,1001854
1942,Bob Chipman,BRO,0,0,0,2,0,0,0,0,,,1.1,6,1,0,0,0,2,,0,0,0,1,1002195
1942,Emil Kush,CHC,0,0,0,1,0,0,0,0,,,2,8,1,0,0,0,1,,0,0,0,1,1007218
1942,Mel Queen,NYY,1,0,0,4,0,0,0,0,,,5.2,25,6,0,0,0,3,,2,0,0,0,1010591
1942,Allie Reynolds,CLE,0,0,0,2,0,0,0,0,,,5,24,5,1,0,0,4,,0,0,0,2,1010860
1942,Harry Shuman,PIT,0,0,0,1,0,0,0,0,,,2,6,0,0,0,0,1,,0,0,0,1,1011944
1943,Norm Brown,PHA,0,0,0,1,1,0,0,0,,,7,27,5,4,0,0,0,,0,0,0,1,1001549
1943,Lew Carpenter,WAS,0,0,0,4,0,0,0,0,,,3.1,13,1,0,0,0,4,,1,1,0,1,1001980
1943,Bob Chipman,BRO,0,0,0,1,0,0,0,0,,,1.2,7,2,0,0,0,2,,0,0,0,0,1002195
1943,John Dagenhard,BSN,1,0,0,2,1,1,0,0,,,11,46,9,2,0,0,4,,2,1,0,2,1002921
1943,Don Hanski,CHW,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,1,,0,0,0,0,1005332
1943,Jake Mooty,CHC,0,0,0,2,0,0,0,0,,,1,6,2,0,0,0,1,,0,0,0,1,1009135
1944,Jake Eisenhart,CIN,0,0,0,1,0,0,0,0,,,0.1,2,0,0,0,0,1,,0,0,0,0,1003718
1944,Howie Fox,CIN,0,0,0,2,0,0,0,0,,,2.1,9,2,0,0,0,0,,0,0,0,0,1004278
1944,Chief Hogsett,DET,0,0,0,3,0,0,0,0,,,6.1,34,7,6,0,1,4,,2,0,0,5,1005930
1944,Wally Holborow,WAS,0,0,0,1,0,0,0,0,,,3,11,0,0,0,0,2,,0,0,0,1,1005938
1944,Harry Macpherson,BSN,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,1,,0,0,0,1,1007933
1944,Whitey Miller,NYG,0,1,0,4,0,0,0,0,,,5,21,1,2,0,0,4,,0,0,0,2,1008941
1944,Kent Peterson,CIN,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1010234
1944,Al Verdel,PHI,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1013409
1945,Eddie Carnett,CLE,0,0,0,2,0,0,0,0,,,2,6,0,0,0,0,0,,0,0,0,1,1001973
1945,Mitch Chetkovich,PHI,0,0,0,4,0,0,0,0,,,3,15,2,2,0,0,3,,0,0,0,0,1002181
1945,Claude Crocker,BRO,0,0,0,1,0,0,0,1,,,2,8,2,0,0,0,1,,0,0,0,1,1002781
1945,Myril Hoag,CLE,0,0,0,2,0,0,0,0,,,3,11,3,0,0,0,1,,0,0,0,0,1005865
1945,Al Libke,CIN,0,0,0,4,0,0,0,0,,,4.1,18,3,0,0,0,3,,0,1,0,2,1007595
1945,Dick Stone,WAS,0,0,0,3,0,0,0,0,,,5,22,6,0,0,0,2,,0,0,0,0,1012562
1946,Ben Chapman,PHI,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,0,,0,0,0,1,1002141
1946,Bill Clemensen,PIT,0,0,0,1,0,0,0,0,,,2,6,0,0,0,0,0,,0,0,0,2,1002331
1946,Pat Cooper,PHA,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,1,,0,0,0,0,1002599
1946,Cal McLish,BRO,0,0,0,1,0,0,0,0,,,0,2,1,2,0,0,0,,0,0,0,0,1008626
1946,Emmett O'Neill,- - -,0,0,0,3,0,0,0,0,,,4.2,24,4,2,0,0,8,,0,0,0,1,1009807
1946,Porter Vaughan,PHA,0,0,0,1,0,0,0,0,,,0,2,1,0,0,0,1,,0,0,0,0,1013385
1946,Ace Williams,BSN,0,0,0,1,0,0,0,0,,,0,2,1,0,0,0,1,,0,0,0,0,1013968
1947,Hi Bithorn,CHW,1,0,0,2,0,0,0,0,,,2,7,2,0,0,0,0,,0,0,0,0,1000998
1947,Dizzy Dean,SLB,0,0,0,1,1,0,0,0,,,4,14,3,0,0,0,1,,0,0,0,0,1003106
1947,Buzz Dozier,WAS,0,0,0,2,0,0,0,0,,,4.2,16,2,0,0,0,1,,0,0,0,2,1003470
1947,Ernest Groth,CLE,0,0,0,2,0,0,0,0,,,1.1,4,0,0,0,0,1,,0,0,0,1,1005095
1947,Ken Johnson,STL,1,0,0,2,1,1,0,0,,,10,38,2,1,0,0,5,,1,0,0,8,1006476
1947,Max Macon,BSN,0,0,0,1,0,0,0,0,,,2,7,1,0,0,0,1,,0,0,0,1,1007932
1947,Herm Wehmeier,CIN,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,0,1013729
1947,Ernie White,BSN,0,0,0,1,1,0,0,0,,,4,13,1,0,0,0,1,,0,0,0,1,1013871
1948,Hub Andrews,NYG,0,0,0,1,0,0,0,0,,,3,10,3,1,0,0,0,,0,0,0,0,1000252
1948,Joe Beggs,NYG,0,0,0,1,0,0,0,0,,,0.1,3,2,0,0,0,0,,0,0,0,0,1000776
1948,Cot Deal,BOS,1,0,0,4,0,0,0,0,,,4,18,3,0,0,0,3,,0,3,0,2,1003101
1948,Erv Dusak,STL,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,1,,0,1,0,0,1003600
1948,Mike Garcia,CLE,0,0,0,1,0,0,0,0,,,2,9,3,0,0,0,0,,0,0,0,1,1004505
1948,Phil Haugstad,BRO,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1005500
1948,Cuddles Marshall,NYY,0,0,0,1,0,0,0,0,,,1,6,0,0,0,0,3,,0,0,0,0,1008135
1948,Ray Martin,BSN,0,0,0,2,0,0,0,0,,,2.1,8,0,0,0,0,1,,0,0,0,0,1008192
1948,Al Porto,PHI,0,0,0,3,0,0,0,0,,,4,15,2,0,0,0,1,,0,0,0,1,1010458
1948,Ray Yochim,STL,0,0,0,1,0,0,0,0,,,1,6,0,0,0,0,3,,0,1,0,1,1014349
1949,Johnny Beazley,BSN,0,0,0,1,0,0,0,0,,,2,6,0,0,0,0,0,,0,0,0,0,1000735
1949,Walker Cress,CIN,0,0,0,3,0,0,0,0,,,2,10,2,0,0,0,3,,0,0,0,0,1002764
1949,Wally Hood,NYY,0,0,0,2,0,0,0,0,,,2.1,7,0,0,0,0,1,,0,1,0,2,1005996
1949,Kurt Krieger,STL,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,1,,0,1,0,0,1007166
1949,Bob Miller,PHI,0,0,0,3,0,0,0,0,,,2.2,12,2,0,0,0,2,,0,0,0,0,1008875
1949,Hal White,DET,1,0,0,9,0,0,0,2,,,12,44,5,0,0,0,4,,0,0,0,4,1013877
1950,Bill Kennedy,SLB,0,0,0,1,0,0,0,0,,,2,9,1,1,0,0,2,,0,1,0,1,1006834
1950,Mal Mallette,BRO,0,0,0,2,0,0,0,0,,,1.1,7,2,0,0,0,1,,0,0,0,2,1008022
1950,Dick Manville,BSN,0,0,0,1,0,0,0,0,,,2,10,0,0,0,0,3,,0,1,0,2,1008090
1950,Lou Sleater,SLB,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,,0,0,0,1,1012065
1950,Jocko Thompson,PHI,0,0,0,2,0,0,0,0,,,4,17,1,1,0,0,4,,0,0,0,2,1013016
1950,Andy Varga,CHC,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,1,,0,0,0,0,1013366
1951,Paul Calvert,DET,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,,0,0,0,0,1001854
1951,Ben Flowers,BOS,0,0,0,1,0,0,0,0,,,3,11,2,0,0,0,1,,0,0,0,2,1004173
1951,Alex Konikowski,NYG,0,0,0,3,0,0,0,0,,,4,13,2,0,0,0,0,,0,0,0,5,1007095
1951,Ernie Nevel,NYY,0,0,0,1,0,0,0,1,,,4,13,1,0,0,0,1,,0,0,0,1,1009526
1952,Ed Blake,CIN,0,0,0,2,0,0,0,0,,,3,12,3,0,0,0,0,,0,0,0,0,1001035
1952,Jackie Collum,STL,0,0,0,2,0,0,0,0,,,3,12,2,1,0,0,1,,0,0,0,0,1002469
1952,Monk Dubiel,CHC,0,0,0,1,0,0,0,0,,,0.2,3,1,0,0,0,0,,0,0,0,1,1003517
1952,Fred Hahn,STL,0,0,0,1,0,0,0,0,,,2,9,2,2,0,0,1,,0,0,0,0,1005204
1952,Cal Howe,CHC,0,0,0,1,0,0,0,0,,,2,7,0,0,0,0,1,,0,0,0,2,1006093
1952,Len Matarazzo,PHA,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,1,,0,0,0,0,1008231
1952,Stan Musial,STL,0,0,0,1,0,0,0,0,,,0,1,0,0,0,0,0,,0,0,0,0,1009405
1952,Kent Peterson,PHI,0,0,0,3,0,0,0,2,,,7,24,2,0,0,0,2,,0,0,0,7,1010234
1952,George Zuverink,CLE,0,0,0,1,0,0,0,0,,,1.1,5,1,0,0,0,0,,0,0,0,1,1014466
1953,Ed Blake,CIN,0,0,0,1,0,0,0,0,,,0,2,1,2,0,0,1,,0,0,0,0,1001035
1953,Hal Hudson,CHW,0,0,0,1,0,0,0,0,,,0.2,1,0,0,0,0,0,,0,0,0,0,1006135
1953,Joey Jay,MIL,1,0,0,3,1,1,1,0,,,10,37,6,0,0,0,5,,0,1,0,4,1006373
1953,John Mackinson,PHA,0,0,0,1,0,0,0,0,,,1.1,7,1,0,0,0,2,,0,1,0,0,1007922
1953,Paul Stuffel,PHI,0,0,0,2,0,0,0,0,,,0,4,0,4,0,0,4,,0,0,0,0,1012647
1954,Tom Flanigan,CHW,0,0,0,2,0,0,0,0,,,1.2,7,1,0,0,0,1,,0,0,0,0,1004136
1954,Jim Pearce,CIN,1,0,0,2,1,1,0,0,,,11,43,7,1,0,0,5,,1,0,0,3,1010106
1954,Cliff Ross,CIN,0,0,0,4,0,0,0,1,,,2.2,8,0,0,0,0,0,,0,0,0,1,1011226
1954,Jose Santiago,CLE,0,0,0,1,0,0,0,0,,,1.2,8,0,1,0,0,2,,0,0,0,1,1011442
1954,Karl Spooner,BRO,2,0,0,2,2,2,2,0,,,18,68,7,0,0,0,6,,0,0,0,27,1012351
1955,Bill Bell,PIT,0,0,0,1,0,0,0,0,,,1,4,0,0,0,0,1,0,0,0,0,0,1000798
1955,Bill Froats,DET,0,0,0,1,0,0,0,0,,,2,7,0,0,0,0,2,0,0,0,0,0,1004370
1955,Chuck Locke,BAL,0,0,0,2,0,0,0,0,,,3,11,0,0,0,0,1,0,0,0,0,1,1007689
1955,Hal Newhouser,CLE,0,0,0,2,0,0,0,0,,,2.1,12,1,0,0,0,4,1,0,1,0,1,1009535
1955,Bob Smith,BOS,0,0,0,1,0,0,0,0,,,1.2,6,1,0,0,0,1,0,0,0,0,1,1012101
1955,Joe Trimble,BOS,0,0,0,2,0,0,0,0,,,2,8,0,0,0,0,3,0,0,0,0,1,1013185
1955,Bill Wilson,KCA,0,0,0,1,0,0,0,0,,,1,5,1,0,0,0,1,0,0,0,0,1,1014063
1956,Ralph Branca,BRO,0,0,0,1,0,0,0,0,,,2,9,1,0,0,0,2,0,0,0,0,2,1001343
1956,Bob Darnell,BRO,0,0,0,1,0,0,0,0,,,1.1,5,1,0,0,0,0,0,0,0,0,0,1002990
1956,Lino Donoso,PIT,0,0,0,3,0,0,0,0,,,1.2,9,2,0,0,0,1,0,0,0,0,1,1003392
1956,Eddie O'Brien,PIT,0,0,0,1,0,0,0,0,,,2,7,1,0,0,0,0,0,1,0,0,0,1009690
1956,Phil Paine,MIL,0,0,0,1,0,0,0,0,,,0,3,3,2,0,0,0,0,0,0,0,0,1009963
1956,Humberto Robinson,MIL,0,0,0,1,0,0,0,0,,,2,9,1,0,0,0,2,0,0,0,0,0,1011068
1957,Granny Hamner,PHI,0,0,0,1,0,0,0,0,,,1,4,1,0,0,0,0,0,0,0,0,1,1005286
1957,Joey Jay,MIL,0,0,0,1,0,0,0,1,,,0.2,2,0,0,0,0,0,0,0,0,0,0,1006373
1957,Ellis Kinder,CHW,0,0,0,1,0,0,0,0,,,1,5,0,0,0,0,1,1,0,0,0,0,1006922
1957,Stover McIlwain,CHW,0,0,0,1,0,0,0,0,,,1,5,2,0,0,0,1,0,0,0,0,0,1008568
1957,Phil Paine,MIL,0,0,0,1,0,0,0,0,,,2,10,1,0,0,0,3,0,0,0,0,2,1009963
1957,Jack Spring,BOS,0,0,0,1,0,0,0,0,,,1,3,0,0,0,0,0,0,0,0,0,2,1012362
1957,Pete Wojey,DET,0,0,0,2,0,0,0,0,,,1.1,6,1,0,0,0,0,0,0,0,0,0,1014182
