Season,Name,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
2000,Vladimir Guerrero,154,641,44,101,123,9,9.00%,11.50%,0.319,0.335,0.345,0.41,0.664,0.439,,160,-2.7,49.2,-3.7,6.2,778
1969,Rusty Staub,158,673,29,89,79,3,16.30%,9.10%,0.224,0.298,0.302,0.426,0.526,0.425,,164,-0.6,48.8,-16.4,6.1,1012440
1986,Tim Raines,151,664,9,91,62,70,11.70%,9.00%,0.141,0.36,0.334,0.413,0.476,0.392,,149,10.3,48.3,-11.7,6,1406
1980,Gary Carter,154,617,29,76,101,3,9.40%,12.60%,0.222,0.258,0.264,0.331,0.486,0.355,,125,-0.3,16.7,21.9,6,1002015
1983,Tim Raines,156,720,11,133,71,90,13.50%,9.70%,0.132,0.32,0.298,0.393,0.429,0.368,,134,12.3,40.2,-5.9,6,1406
1980,Andre Dawson,151,638,17,96,87,34,6.90%,10.80%,0.184,0.321,0.308,0.358,0.492,0.372,,136,3.2,29.1,8,6,1003091
1979,Gary Carter,140,559,22,74,75,3,7.20%,11.10%,0.202,0.283,0.283,0.338,0.485,0.36,,124,0,16,23.3,5.9,1002015
1970,Rusty Staub,160,699,30,98,94,12,16.00%,13.30%,0.223,0.28,0.274,0.394,0.497,0.393,,135,-1.7,28.8,4.5,5.9,1012440
1971,Rusty Staub,162,690,19,94,97,9,10.70%,6.10%,0.172,0.308,0.311,0.392,0.482,0.39,,145,0.1,33.8,-4.6,5.7,1012440
1973,Ken Singleton,162,692,23,100,103,2,17.80%,13.20%,0.177,0.323,0.302,0.425,0.479,0.405,,149,-2.3,36.9,-4.8,5.7,1012011
2016,Daniel Murphy,142,582,25,88,104,5,6.00%,9.80%,0.249,0.348,0.347,0.39,0.595,0.408,,154,3.2,42.2,-5.4,5.6,4316
1988,Andres Galarraga,157,661,29,99,92,13,5.90%,23.10%,0.238,0.36,0.302,0.352,0.54,0.39,,154,0.6,39,-7.4,5.6,1390
1993,Marquis Grissom,157,693,19,104,95,53,7.50%,11.00%,0.14,0.311,0.298,0.351,0.438,0.347,,111,6.6,16.1,14.3,5.5,652
1973,Bob Bailey,151,607,26,77,86,5,14.50%,16.30%,0.216,0.292,0.273,0.379,0.489,0.386,,137,-1.8,24,8.3,5.4,1000420
1978,Ellis Valentine,151,612,25,75,76,13,5.70%,14.40%,0.2,0.303,0.289,0.33,0.489,0.364,,130,-0.4,20.1,11.2,5.4,1013326
2006,Alfonso Soriano,159,728,46,119,95,41,9.20%,22.00%,0.283,0.3,0.277,0.351,0.56,0.377,,129,3.9,31.8,-0.5,5.4,847
1977,Gary Carter,154,595,31,86,84,5,9.70%,17.30%,0.241,0.296,0.284,0.356,0.525,0.381,,135,-0.6,24.7,7.7,5.3,1002015
1992,Larry Walker,143,583,23,85,93,18,7.00%,16.60%,0.205,0.327,0.301,0.353,0.506,0.377,,142,1.2,27.7,3.7,5.3,455
2014,Jayson Werth,147,629,16,85,82,9,13.20%,18.00%,0.163,0.343,0.292,0.394,0.455,0.377,,141,6.2,35.1,-6.2,5.3,1327
1985,Tim Wallach,155,617,22,70,81,9,6.20%,12.80%,0.19,0.266,0.26,0.31,0.45,0.33,,110,-1.9,5.2,24.9,5.1,1013554
1992,Marquis Grissom,159,707,14,99,66,78,5.90%,11.50%,0.142,0.295,0.276,0.322,0.418,0.331,,110,10.5,18.3,7.4,5.1,652
1978,Gary Carter,157,607,20,76,72,10,10.20%,11.50%,0.167,0.259,0.255,0.336,0.422,0.338,,112,-0.2,8.1,19.9,5.1,1002015
2004,Brad Wilkerson,160,688,32,112,67,13,15.40%,22.10%,0.243,0.292,0.255,0.374,0.498,0.373,,121,4.4,23.3,5,5,804
1982,Al Oliver,160,687,22,90,109,5,8.90%,8.60%,0.183,0.337,0.331,0.392,0.514,0.395,,154,0.2,42.1,-18.5,5,1009773
2006,Nick Johnson,147,628,23,100,77,10,17.50%,15.80%,0.23,0.32,0.29,0.428,0.52,0.404,,147,-1.1,37.6,-7.6,4.9,828
2019,Juan Soto,150,659,34,110,110,12,16.40%,20.00%,0.266,0.312,0.282,0.401,0.548,0.394,,142,-0.5,36.2,-7.5,4.9,20123
1979,Larry Parrish,153,595,30,83,82,5,6.90%,17.00%,0.244,0.331,0.307,0.357,0.551,0.392,,146,0.8,32.9,-6.3,4.8,1010020
2017,Bryce Harper,111,492,29,95,87,4,13.80%,20.10%,0.276,0.356,0.319,0.413,0.595,0.416,,155,-0.8,34,-2,4.8,11579
2018,Trea Turner,162,740,19,103,73,43,9.30%,17.80%,0.145,0.314,0.271,0.344,0.416,0.331,,105,8.4,13,10.4,4.8,16252
2001,Vladimir Guerrero,159,671,34,107,108,37,8.90%,13.10%,0.259,0.313,0.307,0.377,0.566,0.388,,130,0.4,26.8,0,4.8,778
1997,Rondell White,151,638,28,84,82,16,4.90%,17.40%,0.208,0.289,0.27,0.316,0.478,0.341,,103,-0.2,2.3,25.3,4.7,856
1993,Larry Walker,138,582,22,85,86,29,13.70%,13.10%,0.204,0.271,0.265,0.371,0.469,0.361,,120,3,17.4,8.9,4.7,455
1994,Moises Alou,107,471,22,81,78,7,8.90%,13.40%,0.254,0.354,0.339,0.397,0.592,0.415,,150,-1.2,29.1,3.3,4.7,261
2007,Ryan Zimmerman,162,722,24,99,91,4,8.40%,17.30%,0.191,0.295,0.266,0.33,0.458,0.34,,105,-0.3,4.3,18.3,4.5,4220
1993,Delino DeShields,123,562,2,75,29,43,12.80%,11.40%,0.077,0.336,0.295,0.389,0.372,0.349,,112,4.6,13,12.5,4.5,275
1971,Ron Hunt,152,638,5,89,38,5,9.10%,6.40%,0.079,0.294,0.279,0.402,0.358,0.359,,124,-1.4,15.7,4.3,4.5,1006212
1978,Warren Cromartie,159,655,10,77,56,8,5.00%,9.20%,0.122,0.313,0.297,0.337,0.418,0.338,,113,-1.4,7.8,14.5,4.5,1002786
1999,Vladimir Guerrero,160,674,42,102,131,14,8.20%,9.20%,0.284,0.297,0.316,0.378,0.6,0.408,,139,-0.4,35.2,-9.1,4.5,778
1970,Bob Bailey,131,429,28,77,84,5,16.80%,16.30%,0.31,0.285,0.287,0.407,0.597,0.433,,160,0,32,-4.3,4.4,1000420
2011,Wilson Ramos,113,435,15,48,52,0,8.70%,17.50%,0.177,0.297,0.267,0.334,0.445,0.335,,111,-4.4,1,27.5,4.4,1433
1994,Larry Walker,103,452,19,76,86,15,10.40%,16.40%,0.266,0.351,0.322,0.394,0.587,0.414,,149,0.8,29.4,0.8,4.4,455
2017,Daniel Murphy,144,593,23,94,93,2,8.80%,13.00%,0.221,0.341,0.322,0.384,0.543,0.385,,135,-2,24.5,0.1,4.4,4316
2013,Jayson Werth,129,532,25,84,82,10,11.30%,19.00%,0.214,0.358,0.318,0.398,0.532,0.403,,159,1.3,36.5,-11.8,4.4,1327
1974,Mike Jorgensen,131,366,11,45,59,3,19.10%,10.70%,0.178,0.324,0.31,0.444,0.488,0.423,,159,-1.2,23.5,6.2,4.4,1006622
2012,Bryce Harper,139,597,22,98,59,18,9.40%,20.10%,0.206,0.31,0.27,0.34,0.477,0.352,,121,2.1,16.8,6.7,4.4,11579
2002,Jose Vidro,152,681,19,103,96,2,8.80%,10.30%,0.175,0.33,0.315,0.378,0.49,0.377,,127,3.8,26.9,-5.6,4.3,802
2000,Jose Vidro,153,663,24,101,97,5,7.40%,10.40%,0.21,0.339,0.33,0.379,0.54,0.391,,129,-0.8,25.4,-0.8,4.3,802
2013,Ian Desmond,158,655,20,77,80,21,6.60%,22.10%,0.173,0.336,0.28,0.331,0.453,0.341,,116,1.6,13.1,7,4.3,6885
2016,Anthony Rendon,156,647,20,91,85,12,10.00%,18.10%,0.18,0.304,0.27,0.348,0.45,0.342,,110,3.2,11.4,10.3,4.3,12861
1973,Ron Fairly,142,505,17,70,49,2,17.00%,6.50%,0.16,0.292,0.298,0.422,0.458,0.397,,144,-0.1,25.5,-0.9,4.3,1003907
2014,Denard Span,147,668,5,94,37,31,7.50%,9.70%,0.115,0.33,0.302,0.355,0.416,0.341,,117,6.1,18.7,-0.1,4.2,8347
1986,Hubie Brooks,80,338,14,50,58,4,7.40%,17.80%,0.229,0.38,0.34,0.388,0.569,0.412,,163,0,24.6,5.3,4.2,1001472
2012,Ian Desmond,130,547,25,72,73,21,5.50%,20.70%,0.218,0.332,0.292,0.335,0.511,0.362,,128,-0.9,17,6.6,4.2,6885
2003,Orlando Cabrera,162,691,17,95,80,24,7.50%,9.30%,0.163,0.305,0.297,0.347,0.46,0.348,,106,6.4,11.4,8.4,4.2,766
2005,Nick Johnson,131,547,15,66,74,3,14.60%,15.90%,0.19,0.329,0.289,0.408,0.479,0.385,,138,-5.4,20.9,2.8,4.2,828
2014,Ian Desmond,154,648,24,73,91,24,7.10%,28.20%,0.175,0.326,0.255,0.313,0.43,0.329,,108,3.7,9.6,8.3,4.1,6885
1987,Tim Wallach,153,644,26,89,123,9,5.70%,15.20%,0.216,0.317,0.298,0.343,0.514,0.365,,122,-0.6,17.6,1.9,4.1,1013554
1994,Marquis Grissom,110,521,11,96,45,36,7.90%,12.70%,0.139,0.313,0.288,0.344,0.427,0.336,,98,4.6,3.5,20.7,4.1,652
1986,Mitch Webster,151,645,8,89,49,36,8.80%,12.10%,0.141,0.321,0.29,0.355,0.431,0.347,,119,1.1,15.3,3.4,4.1,1013719
2013,Bryce Harper,118,497,20,71,58,11,12.30%,18.90%,0.212,0.306,0.274,0.368,0.486,0.371,,137,3.7,24.1,-1.3,4.1,11579
1978,Andre Dawson,157,660,25,84,72,28,4.50%,19.40%,0.189,0.28,0.253,0.299,0.442,0.33,,107,1.5,6.8,10.2,4,1003091
2012,Ryan Zimmerman,145,641,25,93,95,5,8.90%,18.10%,0.196,0.313,0.282,0.346,0.478,0.352,,121,1.3,17,1.9,4,4220
1989,Tim Wallach,154,639,13,76,77,3,9.10%,12.70%,0.141,0.3,0.277,0.341,0.419,0.338,,117,-2.4,9.2,8.9,4,1013554
1982,Tim Wallach,158,645,28,89,97,6,5.60%,12.60%,0.203,0.269,0.268,0.313,0.471,0.344,,119,-0.4,13.4,2.9,4,1013554
1970,Ron Fairly,119,471,15,54,61,10,15.30%,13.60%,0.166,0.31,0.288,0.402,0.455,0.382,,128,1.4,17.8,4.5,4,1003907
1984,Tim Wallach,160,643,18,55,72,3,7.80%,15.70%,0.149,0.268,0.246,0.311,0.395,0.315,,100,-2.2,-2.2,19,3.9,1013554
1989,Tim Raines,145,618,9,76,60,40,15.00%,7.80%,0.132,0.299,0.286,0.395,0.418,0.362,,133,4.2,26.7,-10.3,3.9,1406
2003,Brad Wilkerson,146,602,19,78,77,13,14.80%,25.70%,0.196,0.348,0.268,0.38,0.464,0.37,,120,1.7,17.3,2.1,3.9,804
1981,Gary Carter,100,419,16,48,68,1,8.40%,8.40%,0.193,0.237,0.251,0.313,0.444,0.338,,112,-1.6,3.8,18.9,3.9,1002015
1985,Vance Law,147,621,10,75,52,6,13.80%,15.50%,0.139,0.305,0.266,0.369,0.405,0.35,,124,-1,15.9,0.8,3.9,1007409
2006,Ryan Zimmerman,157,682,20,84,110,11,8.90%,17.60%,0.184,0.326,0.287,0.351,0.471,0.351,,112,0,10.9,6.1,3.8,4220
1997,Mike Lansing,144,631,20,86,70,11,7.10%,14.60%,0.191,0.305,0.281,0.338,0.472,0.352,,110,0.1,8,10.7,3.8,1007334
1991,Larry Walker,137,539,16,59,64,14,7.80%,18.90%,0.168,0.335,0.29,0.349,0.458,0.36,,129,-0.8,17.1,1.7,3.8,455
1977,Ellis Valentine,127,541,25,63,76,13,5.50%,10.70%,0.211,0.29,0.293,0.331,0.504,0.363,,123,0.9,16.2,3.1,3.7,1013326
1979,Andre Dawson,155,684,25,90,92,35,3.90%,16.80%,0.192,0.3,0.275,0.309,0.468,0.338,,110,3.1,11.2,2.1,3.7,1003091
2005,Jose Guillen,148,611,24,81,76,1,5.10%,16.70%,0.196,0.304,0.283,0.338,0.479,0.348,,114,0.3,11,6.1,3.7,57
1981,Tim Raines,88,363,5,61,37,71,12.40%,8.50%,0.134,0.321,0.304,0.391,0.438,0.375,,136,10.1,24.5,-2.6,3.7,1406
2018,Juan Soto,116,494,22,77,70,5,16.00%,20.00%,0.225,0.338,0.292,0.406,0.517,0.392,,146,2,29.5,-9.3,3.7,20123
1990,Tim Wallach,161,678,21,69,98,6,6.20%,11.80%,0.176,0.308,0.296,0.339,0.471,0.354,,120,-2.6,12.9,-1.5,3.7,1013554
1995,Rondell White,130,525,13,87,57,25,7.80%,16.60%,0.169,0.336,0.295,0.356,0.464,0.36,,115,2.7,12.9,6.3,3.6,856
1969,Mack Jones,135,542,22,73,79,6,12.40%,20.30%,0.218,0.309,0.27,0.379,0.488,0.387,,140,-1.2,23.3,-8.5,3.6,1006574
2016,Wilson Ramos,131,523,22,58,80,0,6.70%,15.10%,0.189,0.327,0.307,0.354,0.496,0.361,,123,-6.7,8.1,11,3.6,1433
1974,Bob Bailey,152,614,20,69,73,4,16.30%,17.40%,0.166,0.317,0.28,0.396,0.446,0.384,,134,-1.7,22.1,-8.9,3.6,1000420
1996,F.P. Santangelo,152,467,7,54,56,5,10.50%,13.10%,0.13,0.309,0.277,0.369,0.407,0.345,,109,0,5.1,17,3.5,1011438
2019,Trea Turner,122,569,19,96,57,35,7.60%,19.90%,0.2,0.348,0.298,0.353,0.497,0.356,,117,6.5,19.5,-1.5,3.5,16252
1991,Ivan Calderon,134,537,19,69,75,31,9.90%,11.90%,0.181,0.307,0.3,0.368,0.481,0.374,,139,-0.1,23.6,-7.5,3.5,1001825
1992,Delino DeShields,135,599,7,82,56,46,9.00%,18.00%,0.106,0.354,0.292,0.359,0.398,0.344,,119,3.3,15.6,-2.4,3.5,275
2018,Bryce Harper,159,695,34,103,100,13,18.70%,24.30%,0.247,0.289,0.249,0.393,0.496,0.376,,135,0.4,30,-18.1,3.5,11579
1977,Andre Dawson,139,566,19,64,65,21,6.00%,16.40%,0.192,0.309,0.282,0.326,0.474,0.347,,113,1.7,10.6,5.1,3.5,1003091
1980,Ellis Valentine,86,343,13,40,67,5,7.30%,12.80%,0.209,0.329,0.315,0.367,0.524,0.394,,151,-1,18.6,3.4,3.4,1013326
2012,Adam LaRoche,154,647,33,76,100,1,10.40%,21.30%,0.238,0.298,0.271,0.343,0.51,0.361,,127,-1.5,19,-6.3,3.4,1904
2007,Austin Kearns,161,674,16,84,74,2,10.50%,15.70%,0.145,0.299,0.266,0.355,0.411,0.338,,104,0.8,4.1,8.1,3.4,332
1998,Rondell White,97,397,17,54,58,16,7.60%,14.40%,0.213,0.315,0.3,0.363,0.513,0.377,,128,0.2,14.3,7.4,3.4,856
1988,Tim Raines,109,488,12,66,48,33,10.90%,9.00%,0.161,0.276,0.27,0.35,0.431,0.341,,120,3.6,14,2,3.3,1406
2016,Trea Turner,73,324,13,53,40,33,4.30%,18.20%,0.225,0.388,0.342,0.37,0.567,0.395,,146,5.6,23.7,-1.8,3.3,16252
2017,Ryan Zimmerman,144,576,36,90,108,1,7.60%,21.90%,0.269,0.335,0.303,0.358,0.573,0.387,,137,1.9,28.9,-15,3.3,4220
1975,Gary Carter,144,590,17,58,68,5,12.20%,14.10%,0.145,0.292,0.27,0.36,0.416,0.353,,113,0.3,9,2.6,3.2,1002015
1988,Hubie Brooks,151,628,20,61,90,7,5.60%,17.20%,0.168,0.31,0.279,0.318,0.447,0.339,,119,-0.2,12.4,-1.5,3.2,1001472
2011,Danny Espinosa,158,658,21,72,66,17,8.70%,25.20%,0.178,0.292,0.236,0.323,0.414,0.324,,103,4.3,6.8,3.7,3.2,9219
1971,Ron Fairly,146,542,13,58,71,1,14.90%,12.00%,0.139,0.272,0.257,0.373,0.396,0.349,,118,-0.8,9.8,2.4,3.2,1003907
2013,Denard Span,153,662,4,75,47,20,6.30%,11.60%,0.102,0.313,0.279,0.327,0.38,0.313,,96,1.6,-1.1,10.7,3.2,8347
2003,Jose Vidro,144,592,15,77,65,3,11.70%,8.40%,0.159,0.318,0.31,0.397,0.47,0.377,,124,-3,15.6,-2.9,3.2,802
1978,Tony Perez,148,590,14,63,78,2,6.40%,17.60%,0.158,0.334,0.29,0.336,0.449,0.347,,118,0.5,12.6,-2.1,3.2,1010188
2001,Orlando Cabrera,162,684,14,64,96,19,6.30%,7.90%,0.152,0.281,0.276,0.324,0.428,0.322,,87,0.7,-10.9,20.2,3.1,766
2017,Michael A. Taylor,118,432,19,55,53,17,6.70%,31.70%,0.216,0.363,0.271,0.32,0.486,0.338,,104,3.1,5.3,11.9,3.1,11489
1999,Rondell White,138,588,22,83,64,10,5.40%,14.50%,0.193,0.333,0.312,0.359,0.505,0.372,,115,-0.7,11.6,1.7,3.1,856
1988,Tim Wallach,159,640,12,52,69,2,5.90%,13.80%,0.132,0.281,0.257,0.302,0.389,0.305,,95,-2.3,-6.1,15.9,3.1,1013554
1982,Warren Cromartie,144,574,14,59,62,3,12.00%,10.50%,0.145,0.262,0.254,0.346,0.398,0.328,,108,0.6,5.7,4.8,3.1,1002786
1982,Tim Raines,156,731,4,90,43,78,10.30%,11.40%,0.093,0.312,0.277,0.353,0.369,0.326,,106,9.3,14.6,-10.3,3,1406
1971,Bob Bailey,157,654,14,65,83,13,14.80%,16.10%,0.13,0.283,0.251,0.359,0.382,0.338,,110,0.2,7.6,-1.6,3,1000420
2008,Willie Harris,140,424,13,58,43,13,11.80%,15.60%,0.166,0.273,0.251,0.344,0.417,0.337,,102,2.2,3.1,13.6,3,236
1987,Mitch Webster,156,676,15,101,63,33,10.40%,14.10%,0.155,0.311,0.281,0.361,0.435,0.349,,112,2,12,-4.7,3,1013719
1978,Chris Speier,150,570,5,47,51,1,10.50%,13.20%,0.078,0.283,0.251,0.329,0.329,0.299,,86,0.3,-8.6,18.8,3,1012316
1993,Moises Alou,136,535,18,70,85,17,7.10%,9.90%,0.197,0.287,0.286,0.34,0.483,0.354,,116,1,11.3,-0.2,3,261
1975,Mike Jorgensen,144,535,18,58,67,3,14.80%,14.00%,0.162,0.276,0.261,0.378,0.422,0.367,,122,-0.5,12.8,-1.4,3,1006622
1972,Ron Hunt,129,531,0,56,18,9,9.60%,5.50%,0.045,0.271,0.253,0.363,0.298,0.314,,94,1.2,-2,11.8,3,1006212
2010,Adam Dunn,158,648,38,85,103,0,11.90%,30.70%,0.276,0.329,0.26,0.356,0.536,0.381,,136,-4.3,23.5,-14.3,3,319
1990,Larry Walker,133,478,19,59,51,21,10.30%,23.40%,0.193,0.283,0.241,0.326,0.434,0.339,,109,1.3,6.5,5.8,3,455
2003,Vladimir Guerrero,112,467,25,71,79,9,13.50%,11.30%,0.256,0.328,0.33,0.426,0.586,0.418,,152,-4.1,26.8,-12,3,778
2019,Howie Kendrick,121,370,17,61,62,2,7.30%,13.20%,0.228,0.359,0.344,0.395,0.572,0.4,,146,-1.9,20.8,-2.3,3,4229
2016,Bryce Harper,147,627,24,84,86,21,17.20%,18.70%,0.198,0.264,0.243,0.373,0.441,0.343,,111,2.2,10.6,-1.7,2.9,11579
2009,Nyjer Morgan,49,212,1,35,12,24,5.20%,11.80%,0.084,0.398,0.351,0.396,0.435,0.369,,125,1.7,8.1,14,2.9,4885
1977,Tony Perez,154,633,19,71,91,4,10.00%,17.50%,0.181,0.317,0.283,0.352,0.463,0.351,,115,0,11.7,-3.8,2.9,1010188
2007,Ryan Church,144,530,15,57,70,3,9.20%,20.20%,0.191,0.322,0.272,0.349,0.464,0.352,,113,0,8.7,2.9,2.8,2106
2011,Michael Morse,146,575,31,73,95,2,6.30%,21.90%,0.247,0.344,0.303,0.36,0.55,0.39,,148,-2.1,30,-20.6,2.8,3035
1972,Ken Singleton,142,585,14,77,50,5,12.00%,16.90%,0.136,0.316,0.274,0.363,0.41,0.354,,120,-2.4,10.5,-4.7,2.8,1012011
1973,Ron Hunt,113,486,0,61,18,10,10.70%,3.90%,0.035,0.324,0.309,0.418,0.344,0.361,,120,-0.4,10.9,0.5,2.8,1006212
2017,Trea Turner,98,447,11,75,45,46,6.70%,17.90%,0.167,0.329,0.284,0.338,0.451,0.338,,104,7.8,10.1,3.4,2.8,16252
2008,Cristian Guzman,138,612,9,77,55,6,3.80%,9.30%,0.124,0.337,0.316,0.345,0.44,0.344,,106,-1.6,2.9,5.5,2.8,728
1983,Tim Wallach,156,647,19,54,70,0,8.50%,15.00%,0.165,0.291,0.269,0.335,0.434,0.34,,114,-1.3,9.5,-4,2.8,1013554
2013,Ryan Zimmerman,147,633,26,84,79,6,9.50%,21.00%,0.19,0.316,0.275,0.344,0.465,0.353,,124,0.8,18.3,-11.5,2.8,4220
1978,Larry Parrish,144,560,15,68,70,2,5.70%,18.40%,0.177,0.32,0.277,0.321,0.454,0.342,,115,-0.7,8.7,-1.6,2.8,1010020
2008,Elijah Dukes,81,334,13,48,44,13,15.00%,23.70%,0.214,0.323,0.264,0.386,0.478,0.38,,130,1.3,13.7,3.1,2.7,4946
2020,Trea Turner,59,259,12,46,41,12,8.50%,13.90%,0.253,0.353,0.335,0.394,0.588,0.413,,158,2.4,21.6,-0.5,2.7,16252
1993,Mike Lansing,141,555,3,64,45,23,8.30%,10.10%,0.081,0.317,0.287,0.352,0.369,0.327,,98,2.7,1.3,6,2.7,1007334
1992,Moises Alou,115,377,9,53,56,16,6.60%,12.20%,0.173,0.299,0.282,0.328,0.455,0.35,,123,2.3,11.8,1.6,2.7,261
2012,Danny Espinosa,160,658,17,82,56,20,7.00%,28.70%,0.155,0.333,0.247,0.315,0.402,0.313,,94,1.4,-3.4,8.6,2.6,9219
1986,Tim Wallach,134,539,18,50,71,8,8.20%,13.40%,0.163,0.238,0.233,0.308,0.396,0.309,,93,0,-4.3,12.8,2.6,1013554
1969,Coco Laboy,157,616,18,53,83,0,6.50%,15.60%,0.151,0.279,0.258,0.308,0.409,0.323,,98,-0.6,-2,5.6,2.6,1007231
1991,Spike Owen,139,475,3,39,26,2,8.80%,12.80%,0.111,0.288,0.255,0.321,0.366,0.302,,90,-2,-7.4,17.6,2.6,1009924
1972,Ron Fairly,140,499,17,51,68,3,9.20%,9.00%,0.152,0.277,0.278,0.348,0.43,0.353,,119,-0.7,9.8,-3.6,2.6,1003907
1984,Andre Dawson,138,583,17,73,86,13,7.00%,13.70%,0.161,0.26,0.248,0.301,0.409,0.316,,100,0.6,0.8,4.9,2.6,1003091
1990,Mike Fitzgerald,111,383,9,36,41,8,15.70%,15.70%,0.15,0.271,0.243,0.365,0.393,0.347,,115,1,7.6,3.2,2.5,1004114
2005,Brian Schneider,116,408,10,38,44,1,7.10%,11.80%,0.141,0.284,0.268,0.33,0.409,0.319,,94,0.8,-2.1,13.9,2.5,795
1995,Darrin Fletcher,110,389,11,42,45,0,8.20%,5.90%,0.16,0.28,0.286,0.351,0.446,0.351,,110,-0.5,4.3,8.3,2.5,1302
2019,Victor Robles,155,617,17,86,65,28,5.70%,22.70%,0.165,0.31,0.255,0.326,0.419,0.317,,92,4.2,-2.6,8.5,2.5,18363
2010,Josh Willingham,114,451,16,54,56,8,14.90%,18.80%,0.192,0.304,0.268,0.389,0.459,0.375,,132,0.5,17.6,-7.1,2.5,2103
2001,Jose Vidro,124,531,15,82,59,4,5.80%,9.20%,0.167,0.33,0.319,0.371,0.486,0.369,,118,0.3,12.6,-4.4,2.5,802
1974,Willie Davis,153,654,12,86,89,25,4.10%,10.60%,0.133,0.311,0.295,0.322,0.427,0.333,,101,2.5,3.2,-0.8,2.5,1003088
1974,Barry Foote,125,472,11,44,60,2,7.40%,15.70%,0.152,0.285,0.262,0.315,0.414,0.321,,93,0.1,-3.7,12.1,2.5,1004210
1970,Mack Jones,108,345,14,51,32,5,17.10%,21.40%,0.218,0.277,0.24,0.398,0.458,0.389,,133,-0.1,14.1,-2.4,2.4,1006574
2005,Brad Wilkerson,148,661,11,76,57,8,12.70%,22.20%,0.158,0.315,0.248,0.351,0.405,0.331,,103,-1,1.1,1.7,2.4,804
2020,Juan Soto,47,196,13,39,37,6,20.90%,14.30%,0.344,0.363,0.351,0.49,0.695,0.478,,201,-0.5,24.8,-4.9,2.4,20123
1990,Tim Raines,130,538,9,65,62,49,13.00%,8.00%,0.105,0.295,0.287,0.379,0.392,0.347,,115,3.2,12.7,-8.5,2.4,1406
2009,Josh Willingham,133,502,24,70,61,4,12.20%,20.70%,0.237,0.289,0.26,0.367,0.496,0.375,,129,1,18.7,-10.2,2.4,2103
1987,Andres Galarraga,147,606,13,72,90,7,6.80%,21.00%,0.154,0.373,0.305,0.361,0.459,0.352,,114,-3.1,7.3,-3.7,2.4,1390
1986,Andre Dawson,130,546,20,65,78,18,6.80%,14.50%,0.194,0.3,0.284,0.338,0.478,0.351,,121,-1.3,12.3,-6.6,2.4,1003091
2019,Adam Eaton,151,656,15,103,49,15,9.90%,16.20%,0.148,0.319,0.279,0.365,0.428,0.342,,108,3.5,10.3,-7,2.4,11205
1989,Andres Galarraga,152,636,23,76,85,12,7.50%,24.80%,0.177,0.315,0.257,0.327,0.434,0.338,,117,0.2,12.1,-9.8,2.4,1390
1996,Mark Grudzielanek,153,696,6,99,49,33,3.70%,11.90%,0.091,0.342,0.306,0.34,0.397,0.326,,96,3.3,-0.6,4.2,2.4,653
2015,Yunel Escobar,139,591,9,75,56,2,7.60%,11.80%,0.101,0.347,0.314,0.375,0.415,0.348,,120,-6.4,7.1,-3.5,2.3,4191
1983,Warren Cromartie,120,410,3,37,43,8,10.50%,11.70%,0.108,0.309,0.278,0.352,0.386,0.328,,107,0.3,3.5,5.9,2.3,1002786
1979,Ellis Valentine,146,575,21,73,82,11,3.80%,12.90%,0.179,0.285,0.276,0.303,0.454,0.331,,105,-1.3,2.3,1.2,2.3,1013326
1994,Wil Cordero,110,467,15,65,63,16,8.80%,13.30%,0.195,0.314,0.294,0.363,0.489,0.369,,120,1.9,13.7,-5,2.3,770
1973,Hal Breeden,105,290,15,36,43,0,10.00%,15.50%,0.26,0.283,0.275,0.353,0.535,0.392,,141,-0.3,13.3,-0.4,2.3,1001379
1995,Sean Berry,103,348,14,38,55,3,7.20%,15.20%,0.21,0.341,0.318,0.367,0.529,0.386,,133,-3,11.3,0.5,2.3,1000910
1997,David Segui,125,523,21,75,68,1,10.90%,12.60%,0.198,0.317,0.307,0.38,0.505,0.378,,127,0.2,18.2,-11.4,2.3,169
1985,Hubie Brooks,156,652,13,67,100,6,5.20%,12.10%,0.144,0.288,0.269,0.31,0.413,0.316,,101,-2.6,-1.9,2.5,2.3,1001472
2007,Ronnie Belliard,147,557,11,57,58,3,6.10%,12.90%,0.137,0.316,0.29,0.332,0.427,0.331,,99,2.5,1.8,3.3,2.3,677
1979,Warren Cromartie,158,710,8,84,46,8,5.40%,11.00%,0.121,0.299,0.275,0.313,0.396,0.305,,88,-1.1,-11.5,10.2,2.3,1002786
1981,Warren Cromartie,99,400,6,41,42,2,9.80%,6.80%,0.115,0.314,0.304,0.37,0.419,0.351,,120,-0.7,8.2,-0.2,2.2,1002786
1996,Henry Rodriguez,145,576,36,81,103,2,6.40%,27.80%,0.286,0.326,0.276,0.325,0.562,0.37,,125,0.3,18.7,-12.6,2.2,1427
2011,Jayson Werth,150,649,20,69,58,19,11.40%,24.70%,0.157,0.286,0.232,0.33,0.389,0.319,,100,4.2,3.9,-2.7,2.2,1327
1980,Ron LeFlore,139,587,4,95,39,97,10.60%,16.90%,0.106,0.31,0.257,0.337,0.363,0.32,,100,11.8,12.1,-9.6,2.2,1007478
1971,Boots Day,127,422,4,53,33,9,7.80%,9.20%,0.07,0.307,0.283,0.342,0.353,0.317,,96,0.4,-1.4,8.8,2.2,1003095
